Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
Fade To Black,Apoptygma Berzerk,spotify:track:0XrMaMIwibOjhxw7bNpjOM,0.501,0.958,7,-5.64,1,0.0444,0.00133,0.616,0.0888,0.426,131.986,300747,4,44.59071,10,0,"As the walls are closing in
And the colors fade to black
And my eyes are falling fast and deep into me
And I follow the tracks that lead me down
And I never follow what's right
And they wonder sometimes when they see all the
Sadness and pain the truth brings to light

'Cause I can't see no reason
What is blind cannot see
"
Drunk On Your Love,Brett Eldredge,spotify:track:1jNNHFZmRGXZFHlil5uhei,0.443,0.831,11,-5.606,1,0.0616,0.414,0,0.204,0.588,182.064,173960,4,32.1936,7,1,"The second she walked through the door, I caught a buzz
One taste from your lips knocked me out just like a drug
The rest of the night's kind of blurry, now the sun's peeking through the shades
I can't help but laugh, 'cause I kind of like feeling this way

I woke up, up still drunk, drunk
On your love, love
On your love, love, love
Now I know why
I'm feeling so high, high
'Cause I'm still drunk, drunk
On your love, on your love, oh yeah

It's not in the whiskey, tequila, or the wine
It's all about the touch and the fire in your eyes
It gets me fumbling, always stumbling through a haze
I got plenty to do just laying here with you all day
"
Future Universal Histories,Solefald,spotify:track:1Ua8hlm9Qdzh7njb6DbDOH,0.261,0.925,4,-4.691,0,0.144,0.00498,0.00433,0.286,0.212,95.031,408125,4,36.61763,14,0,"Modernist theme:
Imagine our time seen from 1920, Europe after La Grande guerre
Welcome mass electricity and socialites on cocaine
The Roaring Twenties reverberating from America
With radio commercials for automobiles
Art Deco beaming back, robing every lady, her rooms and cities
She votes, she works and is sexually awakened by Dr. Sigmund Freud
As the New York skyline rises with the
Empire State and Chrysler Buildings
Jazz booms from Nouvelle-Orléans,
Young couples Lindy Hop their way up

The Weimar Republic in Germany, Dada in Berlin and Vienna
Followed by the murder of Rosa Luxemburg in 1919
The maiden of Socialism leads the workers towards the new dawn
The Proprietors of Red labour the Third International

Prussian theme:
We're the Wilhelmine Combattants of 1913
Prussian Burschen aspiring to Scars of Fame
Eyes und Nase covered, now let the Swords fly
The sweet Folly of stitching gushing Wunden

Drunk Students in Burschenschaft Uniforms
Fighting the Mensur für no Grund at all
The Jahrhundert ahead shall ridicule our Honour
Lach at our Pride in Vaterland und King

Modernist theme:
"
God's Great Dance Floor - Remix,Reyer,spotify:track:1tEDlKg1Rmv9sE6z1XR6Vy,0.618,0.565,6,-8.575,0,0.0916,0.00993,7.65E-05,0.0835,0.628,127.985,230156,4,39.87189,8,0,"I'm coming back to the start
Where You found me
I'm coming back to Your heart
Now I surrender
Take me
This is all I can bring

I'm coming back to the start
Our God is freedom
And here we feel Your heart
Your heartbeat for us
Take me
This is all I can bring
"
Too Good At Goodbyes,Sam Smith,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4,39.88061,10,1,"You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before

I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So, I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad, but it's true

I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
"
Hold My Hand,Michael Jackson Duet With Akon,spotify:track:0pCyoA5o2uxUwIovECCziF,0.606,0.72,1,-5.842,1,0.0374,0.191,0,0.108,0.381,90.017,212227,4,52.1639,9,1,"Akon and MJ

(Yeah
This life don't last forever (Hold my hand)
So tell me what we're waiting for (Hold my hand)
We're better off being together (Hold my hand)
Being miserable alone (Hold my hand)

Cause I've been there before and you've been there before
But together we can be alright. (alright) (yeah)
Cause when it gets dark and when it gets cold
We hold each other till we see the sunlight.

So if you just hold my hand
Baby, I promise that I'll do all I can
Things will get better if you just hold my hand
Nothing can come between us if you just hold, hold my, hold, hold my, hoold my hand, hold my hand.
"
Loungin',Guru,spotify:track:60kFLAgyjxu8rK2eIRjxaa,0.725,0.681,10,-9.823,0,0.202,0.0774,1.13E-06,0.91,0.71,99.074,278227,4,46.69692,13,0,"Yeah, I'm loungin', I got my man Donald Byrd
I wanna give a big shout out
To my little man Miko, he's 2 years old
He's away visiting his grand mom but I miss him dearly

Check it out

If I rhyme this you will find this situation shall advance
You could take a glance or dance
Elevator lyrics to arouse the crowd
Now tell me who's the man to show you how

Many legacies of brothers who get buzy
And I do it fluid til the suckers get dizzy
Saying peace to the blackbirds 125th street
And check the flow that's unique

For loungin', loungin', mellow out and just loungin'
Loungin', loungin', mellow out and just loungin'
"
EL TORO COMBO MEAL (feat. Mavi),Earl Sweatshirt,spotify:track:4PBRfiwBQiFkZVZED0ktV7,0.45,0.871,10,-4.542,0,0.353,0.874,4.63E-06,0.395,0.347,85.922,151861,4,30.18137,8,0,"Man
Lost my dawg to the staircase, took the highest spot on the podium
Ghostin' n-, probably smokin' to the thought of knowin' us
They loss a part of growin' up
Spurned us, learned I had to keep a wedge to get out of the rough
Fuses clipped for nuisance, disrespect 'cause we carried enough
I promised I'd bury the grudge, preparing the carrion grub

Larry Oops, I was lost in the alley, in the air but not sunk
I spun 'til the lost of my grandmama buried the dunk
Send 'bout a prayer a month, through the above
N- moody but imbued with the f-
Better shit to do than play with food

The rhyming Rubik's for fun
But I do what I want, ayy
And I rue what it was later, a looter as such
Confusingly up with paper
I'm shootin' ones with the judge if he sentence my brother
Been with him, muzzled us from the cradle
So we goin' to the grave with this shit
If we join the second line
The ancestors'll hand us a drum to load the second time

Somethin' scary 'bout airin' out the shit I compressed
"
Consequences,Camila Cabello,spotify:track:7sTtHHrD0zDpmzQzH3zegz,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339,178467,5,48.18518,9,1,"Dirty tissues, trust issues
Glasses on the sink, they didn't fix you
Lonely pillows in a stranger's bed
Little voices in my head

Secret keeping, stop the bleeding
Lost a little weight because I wasn't eating
All the songs that I can't listen to
To tell the truth

Loving you was young and wild and free
Loving you was cool and hot and sweet
Loving you was sunshine, safe and sound
"
Turtles All the Way Down,Sturgill Simpson,spotify:track:4NE3oWyUQI2b2NjyMyC8Bi,0.553,0.314,4,-9.217,1,0.0396,0.306,0.000578,0.104,0.585,91.7,188187,4,29.19948,8,0,"Introducing ""Metamodern Sounds in Country Music""

I've seen Jesus play with flames in a lake of fire that I was standing in
Met the devil in Seattle and spent 9 months inside the lions' den
Met Buddha yet another time
He showed me a glowing light within
But I swear that God is there
Every time I glare into the eyes of my best friend

Says my son, it's all been done
Someday you're gonna wake up old and gray
"
I Never Told You,Colbie Caillat,spotify:track:2rJWnAqSuLMls0KOv416Io,0.506,0.639,3,-5.222,1,0.0285,0.171,0,0.315,0.385,144.073,233200,4,43.45524,9,1,"I miss those blue eyes
How you kissed me at night
I miss the way we sleep
Like there's no sunrise
Like the taste of your smile
I miss the way we breathe

But I never told you
What I should have said
No, I never told you
I just held it in

And now I miss everything about you
I can't believe that I still want you
After all the things we've been through
I miss everything about you
"
Ain't Leavin Without You,Jaheim,spotify:track:44RYLtojF2DBqM2Kbs9ycg,0.738,0.746,10,-6.351,0,0.25,0.187,0,0.248,0.785,99.024,201093,4,33.68782,9,1,"What is it, what it's gone be
No, I can't call it
All I know is I had to step up, step up
Speed it up, cut the chase
Go in for first base
Before them other cats try to get ya, get ya
You're moving them hips
Killing me with every dip, girl
You about to get a tip do it girl
Worse that goes down is you turn me down
But, this time around, I got it shorty

Hey, how you doin?
Baby what you getting into?
I don't know what your name is
Or who you came with, But, I ain't leaving without you

Hey girl how you doin'?
I never seen nothing, like you-like you
Cuz a body, that shape
It's your claim to fame
And girl, I ain't leavin' without you. No.
Doo-doo-doo-doo-doo, boo, boo doo doo doo whoo!

I want your body
Your bod, your bod, your bod, your bod, your body
Oh, What ya drink?
What you sip?
I got the next round
Martini or Goose, now
"
All Or Nothing,Theory Of A Deadman,spotify:track:2ejt6exJRE2bXPfp37Xi8w,0.419,0.785,10,-4.483,0,0.0313,0.0289,0,0.0799,0.332,152.053,210560,4,41.59261,9,1,"When I first saw you standing there
You know, it was a little hard not to stare
So nervous when I drove you home
I know being apart's a little hard to bear

Sent some flowers to your work in hopes
That I will have you in my arms again
We kissed that night before I left
Still now that's something
I could never forget

You've got all that I need
Looking at all or nothing
Babe it's you and I
With you I know that
I'm good for something
So let's go and give it a try
We've got our backs against the ocean
It's just us against the world
Looking at all or nothing
Babe it's you and I
Looking at all or nothing
"
Revolution (feat. First Aid Kit),Van William,spotify:track:5DocsREEQteuxe8uQC1YaP,0.442,0.655,11,-6.617,1,0.0382,0.342,3.96E-06,0.184,0.541,159.964,235947,4,36.98439,9,0,"Lost my Valentine
You could never keep my meaning straight
And I won't wait in line
For you to give me any time of day

I want a revolution
You want a short solution
We never could see eye to eye
You wanted retribution
I came to the same conclusion
It's a story as old as time
I heard you crying in the other room

Try to test the ice
"
Simple,Florida Georgia Line,spotify:track:4L9Ds4mpD3SuYoWwFUlv16,0.362,0.882,3,-3.717,1,0.0973,0.0791,0,0.15,0.864,199.811,185200,4,29.42387,9,1,"The way your fingers fit in mine
It's five plus five, not rocket science
This day in time, that's hard to find
It's true
The road we're on ain't a traffic jam
It's a Sunday drive on a piece of land
It's paradise as long as I'm with you

It's like one, two, three
Just as easy as can be
Just the way you look at me
You make me smile

Ain't no need to complicate it
We both know that's overrated
We've been there, it's safe to say it ain't our style
It's just that simple, S-I-M-P-L-E
Simple as can be
It's just that simple, S-I-M-P-L-E
Simple as can be

We used to live on Instagram
"
The Night Is Still Young,Nicki Minaj,spotify:track:4bBrKDo8rchikwZOtmXbIH,0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128.016,227560,4,45.29247,8,1,"Yo, ayo tonight is the night that I'ma get twisted
Myx Moscato and vodka, I'ma mix it
Roll that spaceship, we about to get lifted
Live in the present, that gift is for the gifted
This what you came, this what you came for
You get what you buy, this what you paid for
So make sure the stars is what you aim for
Make mistakes though

I never worry, life is a journey
I just wanna enjoy the ride
What is the hurry? It's pretty early
It's okay, we'll take our time

The night is still young
The night is still young
The night is still young
And so are we

The night is still young (how dare we sit quietly?)
The night is still young (and watch the world pass us by)
The night is still young (how dare we sit quietly?)
So are we

Ayo, drinks on you or the drinks is on me
We ain't going nowhere like tanks is on E
We still getting money, which bank is it gonna be?
"
Gimmie That Girl,Joe Nichols,spotify:track:7xoBJ4hih949Jeu5ZfzBai,0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,185453,4,59.68918,9,1,"Hang up that red dress
Let down your hair
Cancel those reservations
There's no need to go nowhere

As good as you're lookin' right now
Girl, I bet you're thinkin' I'm crazy
There's a side of you that I wanna see
That never ceases to amaze me

Gimmie that girl with the hair in a mess
Sleepy little smile with her head on my chest
That's the you that I like best
Gimmie that girl

Gimmie that girl lovin' up on me
"
Test & Recognise - Flume Re-work,Seekae,spotify:track:24BYTj1tb5ovZcnIbtdTYD,0.544,0.579,8,-8.52,1,0.0712,0.193,1.43E-05,0.117,0.294,109.769,303661,4,36.63937,12,0,"I know what to do (do)
Then come back for you (you)

I know what to do (do)
Then come back for you (you)

I know what to do (do)
Then come back for you (you)

When you ask me for some more
I was energized
Couldn't see your eyes
They were up inside
When you asked if I could see
I was pulverized
Set in overdrive
Test and recognise

I know what to do (do)
Then come back for you (you)

I know what to do (do)
Then come back for you (you)

I know what to do (do)
"
MotorSport,"Migos, Nicki Minaj & Cardi B",spotify:track:4wFjTWCunQFKtukqrNijEt,0.904,0.518,2,-5.32,1,0.183,0.0305,0,0.325,0.188,137.996,303077,4,23.51826,13,1,"Yeah, skrrt
M-M-M-Murda

Motorsport, yeah, put that thing in sport (skrrt, skrrt)
Shawty bad (bad), pop her like a cork (pop it)
You a dork, never been a sport (dork, yeah)
Pull up (woo, woo), jumpin' out the court

Cotton candy (drink), my cup tastes like the fair (cotton)
Straight up there (where?), we didn't take the stairs (where?)
Faced my fears (fears) gave my mama tears (mama)
Shiftin' gears (shift,) on the Nawf, get serious (serious)

Face all your fears, then get at me
Hit so many donuts on them backstreets
Sit so high in the nosebleeds (yeah)
Feel like I can fly, yeah

Xans, Perky, check (yeah) Bill Belichick
Take the air out the ball, just so I can flex
Take the air out the mall, walk in with the sacks
Take the air out your broad (hey), now she can't go back

Xans, Perky, check (yeah) Bill Belichick
Take the air out the ball (yeah), just so I can flex
Take the air out the mall (hey), walk in with the sacks
Take the air out your broad (woo, woo, woo, E)

Offset (Uh)
The coupe came imported (hey)
This season's Off-white, come and snorted (white)
Green Lamborghini, a tortoise (Lambo)
No human being, I'm immortal (no)
Patek and A.P. full of water (Patek)
Hundred K, I spend on my señora (racks)
My pinky on margarine, butter (margarine)
And my ears got McDonald's nuggets (ayy)
Soon as I land on the Leer (whew)
Piguets, they wet, tears ('guets)
488, hit the gears (488)
Suicide doors, Britney Spears
I'm boujee, so bitch, don't get near (boujee)
Criss Angel, make dope disappear (voila)
Hit the gas, it got flames out the rears (skrrt)
It's a race to the bag, get the mills (hey)
"
Black Brick,Deafheaven,spotify:track:63OqMoUP4Racq9holZo6dU,0.194,0.946,2,-5.04,0,0.0742,1.72E-05,0.858,0.355,0.0534,98.626,447298,4,80.29332,15,0,"Imagining curving letters
In a languid psalm
In abstract time
Full levity

Rolling through intangible
Phantom mystery
And the furnace of gentle dreams
A caustic womb
Champagne light
After the sacred deep blue

Majesty of dawn
Naked and cordial and virgin
And virgin
Majesty of dawn
Naked and cordial and virgin
And virgin

Patience and poise
Twin ribbons bare
And make vivid
"
BAD!,XXXTENTACION,spotify:track:69dXVFCMiz3SL1L7M24NdX,0.799,0.526,8,-5.153,1,0.0717,0.334,0.00174,0.0571,0.746,129.875,150475,4,30.24642,7,1,"Yeah

Shawty heard you bad, word, so profane
Something like a bad, word, want your love
Call me when you can
Girl, going up, going down
In and out, turn around

Shawty heard you bad, word, so profane
Something like a bad, word, want your love
Call me when you can, girl, going up, going down
"
Science Beat,Have A Nice Life,spotify:track:7t0LDGGUo33r1iACJK8S6a,0.354,0.391,10,-15.346,1,0.0302,0.0363,0.789,0.148,0.625,151.018,335958,3,78.25467,19,0,"Hold my feet to the fire
I'm bent by these desires, never met, nor required
And I'm not one for
I'm not one for
I'm not one for
I'm not one for the irony
Knife and cleaver, lye and loam
"
I Don't Care,Ed Sheeran & Justin Bieber,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,18.72527,11,1,"Ooh, ooh, ooh, ooh
We're at party we don't wanna be at

'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
And you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
Ooh, ooh, ooh, ooh
'Cause I don't care, as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
"
Raise a Hallelujah (Studio Version),Bethel Music,spotify:track:4LnHfZGEitmIVS17wndaUI,0.42,0.823,1,-4.889,1,0.0434,0.00985,0,0.103,0.517,163.997,244040,4,29.29767,12,0,"I raise a Hallelujah
In the presence of my enemies
I raise a Hallelujah
Louder than the unbelief

I raise a Hallelujah
My weapon is a melody
I raise a Hallelujah
Heaven comes to fight for me

I'm gonna sing
In the middle of the storm
Louder and louder
You're gonna hear my praises roar
Up from the ashes, hope will arise
Death is defeated, the King is alive

I raise a Hallelujah
With everything inside of me
I raise a Hallelujah
"
On To The Next One,Jay-Z + Swizz Beatz,spotify:track:4ljDnzzqwnRIynr1g55um4,0.546,0.908,10,-1.655,0,0.417,0.215,9.47E-06,0.107,0.59,116.885,256133,5,24.9269,16,1,"Under the spot, under the spot
I got a million ways to get it (uh-huh, geah)
Choose one (choose one, hey)
Ay, bring it back, bring it back (uh-huh)
Now double your money and make a stack
I'm on to the next one, on to the next one
I'm on to the next one, on to the next one
I'm on to the next one, on to the next one
I'm on to the next one, on to the next one
(Hold up) Freeze! Ay!
Somebody bring me back the money please, hey

Hov' on that new shit, niggas like ""How come?""
Niggas want my old shit, buy my old albums
Niggas stuck on stupid, I gotta keep it moving
Niggas make the same shit, me I make The Blueprint
Came in the Range, hopped out the Lexus
Every year since, I been on that next shit
Traded in the gold for the platinum Rolexes
Now a nigga wrist match the status of my records
Used to rock a throwback, ballin on the corner
Now I rock a tailored suit, looking like a owner
No I'm not a Jonas, Brother I'm a grown up
No I'm not a virgin, I use my cojones
I move onward, the only direction
Can't be scared to fail in the search of perfection
Gotta keep it fresh girl, even when we sexing
But don't be mad at him when it's on to the next one

Freeze, somebody bring me back some money please
"
Hey Girl,Billy Currington,spotify:track:4CcrLWFQY4dRGMbUR59cSp,0.548,0.673,1,-5.29,1,0.0268,0.0158,0,0.0794,0.652,81.947,200533,4,19.11801,7,1,"Hey girl, what's your name girl
I've been lookin' at you
And every guy here's doin' the same girl
It'd be a shame girl
If I let you just walk on by
'Cause I'm all caught up in your sweet smile
A girl like you comes around once in a while
So hot, gotta give it a shot
Gotta get get a little bit of what you got

I know you don't know me but I can't leave here lonely
Knowin' I didn't even try to make you mine and
You might think I'm crazy
Girl but who could blame me
You're lookin' so fine, got me all tongue tied
And the only line I can think to say is

Hey girl, whatcha think girl
"
C'est la vie - Acoustic,Bobby Bazini,spotify:track:4f48FtoiA35zlY3rjQbawF,0.524,0.303,0,-6.772,1,0.0467,0.842,0,0.11,0.523,185.629,207907,4,27.47091,9,0,"Somebody gave you a gun
Looked just like a sun
Shine so bright with its blinding light
And you never succumb

Now you like just like a falling angel crying in the rain
Trying to hold the tears back, oh but you can't stop the pain

Ooh
C'est la vie, sometimes you gotta let things be
You can fight it if you want too, but there's nothing you can do
Let it go and love will set you free
Let it go and love will set you free
Let it go and love will set you free
"
White Iverson,Post Malone,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,256533,4,61.98605,11,1,"Double OT
I'm a new breed

Saucin', saucin', I'm saucin' on you
I'm swaggin', I'm swaggin', I'm swaggin' oh ooh
I'm ballin', I'm ballin', Iverson on you
Watch out, watch out, watch out, yeah
That's my shot, that's my shot, that's my shot, yeah
Spendin', I'm spendin' all my fuckin' pay

I got me some braids and I got me some hoes
Started rockin' the sleeve, I can't ball with no Joes
You know how I do it, Concords on my toes
(This shit is hard)
I ain't rich yet, but you know I ain't broke, I
So if I see it, I like it, buy that from the store, I
I'm with some white girls and they lovin' the coca
Like they're OT
Double OT like I'm KD, smokin' OG
And you know me, in my 2-3s and my gold teeth

"
"Black Death, Nonetheless",Anorexia Nervosa,spotify:track:2fb4HnDnHBrCMBpg0GkdlI,0.271,0.897,1,-4.406,1,0.0576,4.01E-06,0.216,0.377,0.211,107.44,317200,4,40.9193,9,0,"Make love with chaos, once in a lifetime"
HIGHEST IN THE ROOM,Travis Scott,spotify:track:3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721,4,50.62529,8,1,"I got room
In my fumes (yeah!)
She fill my mind up with ideas
I'm the highest in the room (it's lit!)
Hope I make it outta here (let's go!)

She saw my eyes, she know I'm gone (ah)
I see some things that you might fear
""I'm doing a show, I'll be back soon"" (soon)
That ain't what she wanna hear (nah)

Now I got her in my room (ah)
Legs wrapped around my beard
Got the fastest car, it zoom (skrrt)
Hope we make it outta here (ah)

When I'm with you, I feel alive (ooh)
You say you love me, don't you lie (ooh, yeah)
Won't cross my heart, don't wanna die
"
Undo It,Carrie Underwood,spotify:track:1Fo2N5iXRi37maMboaig7O,0.476,0.84,2,-2.259,1,0.058,0.11,0,0.046,0.648,156.254,177253,4,37.67881,7,1,"Should've known by the way you passed me by
There was something in your eyes, and it wasn't right
I should've walked, but I never had the chance
Everything got out of hand and I let it slide

Now I only have myself to blame
For falling for your stupid games
I wish my life could be the way
It was before I saw your face

You stole my happy, you made me cry
Took the lonely, and took me for a ride
And I wanna un-un-un-un-un-undo it

You had my heart, now I want it back
I'm starting to see everything you lack
Boy, you blew it, you put me through it
I wanna un-un-un-un-un-undo it

Na, na, na, na, na
Na, na, na, na, na
"
Flashlight,Jessie J,spotify:track:6SkoBaMd0lzoQjID5aV2d9,0.379,0.618,5,-7.065,1,0.0586,0.337,5.10E-06,0.102,0.4,147.53,209560,4,40.31436,10,1,"When tomorrow comes
I'll be on my own
Feeling frightened of
The things that I don'tknow
When tomorrow comes
Tomorrow comes
Tomorrow comes

And though the road is long
I look up to the sky
And in the dark I found, I stop and I won't fly
And I sing along, I sing along, then I sing along

I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark but you're my flashlight
You're gettin' me, gettin' me through the night
Can't stop my heart when you shinin' in my eyes
Can't lie, it's a sweet life
"
Circle,Feelds,spotify:track:30VCvIwyhgUXhJX7mN49C7,0.604,0.509,0,-6.467,1,0.0363,0.227,1.36E-05,0.112,0.198,86.039,180967,4,39.14489,8,0,"This place is getting old, as you carry on
There's bluntness on your throne, but you don't arm the sword
It's heavy don't you know, so steady on

I fall just to step in line on your time - it's all manifested
You circle 'round my mind with what's left of mine
"
Light,Sleeping At Last,spotify:track:5uq3x8Pg8HAj8qNwPFOzfl,0.224,0.387,0,-9.022,1,0.0287,0.532,0.00548,0.0689,0.0395,104.566,262533,4,39.08205,9,0,"May these words be the first to find your ears
The world is brighter than the sun now that you're here
Though your eyes will need some time to adjust
To the overwhelming light surrounding us

I'll give you everything I have
I'll teach you everything I know
I promise I'll do better
I will always hold you close
But I will learn to let you go
I promise I'll do better

I will soften every edge
I'll hold the world to it's best
And I'll do better
"
Keep Your Head Up,Andy Grammer,spotify:track:4Jz4bjXeiF2SXVj9P4YfY5,0.674,0.778,0,-5.367,1,0.0376,0.0469,0,0.145,0.816,90.01,189933,4,30.54427,9,1,"Whoa, ayy
Whoa-oh, oh

I've been waiting on a sunset, bills on my mindset
I can't deny they're getting high
Higher than my income, income's breadcrumbs
I've been trying to survive
The glow that the sun gets right around sunset
Helps me realize that
This is just a journey, drop your worries
You are gonna turn out fine

Oh, you'll turn out fine
Fine, oh, you'll turn out fine

But you gotta keep your head up, oh
And you can let your hair down, ayy
You gotta keep your head up, oh
And you can let your hair down, ayy
I know it's hard, know it's hard to remember sometimes
But you gotta keep your head up, oh
And you can let your hair down, ayy

"
homecoming queen?,Kelsea Ballerini,spotify:track:1s71G3V7XQaVo5IOR6gLbp,0.462,0.512,9,-5.443,1,0.0334,0.478,0,0.0993,0.29,114.014,167796,4,24.65266,9,1,"Hey, homecoming queen
Why do you lie when somebody's mean?
Where do you hide?
Do people assume you're always alright?
Been so good at smiling most of your life

Look damn good in the dress
Zipping up the mess
Dancing with your best foot forward
Does it get hard
To have to play the part?
Nobody's feeling sorry for ya

But what if I told you the world wouldn't end
If you started showing what's under your skin
What if you let 'em all in on the lie?
"
Could It Be,Charlie Worsham,spotify:track:6fRKgExSY24i2whGdAJUnM,0.641,0.745,4,-6.496,1,0.0324,0.0607,5.88E-06,0.104,0.719,90.501,204880,4,38.17194,11,1,"I'm finally holding
What I've been hoping for

We had a few drinks
Had some laughs at the bar
Stayed out too late
And went a little too far
Oh but waking up
With you on my chest
I had a pounding heart, and aching head, and no regrets

Who knows, we might go down in flames
But then again I might just change your name

Could it be I'm finally holding
What I've been hoping for
Could it be the end of ""Just friends""
And the start of something more
Oh the way I'm feeling now
"
You Gonna Fly,Keith Urban,spotify:track:5B25Jpgu62IX8w1YtLibuA,0.457,0.846,4,-8.547,1,0.0477,0.0598,0,0.34,0.851,177.353,216867,4,39.0935,10,1,"Mm
Eh ayyy
One, two, three, baby, don't think twice
Just like that you gotta brand new life
Hop in this truck and run through the red lights. Uh
Yeah, where you wanna go, baby, name the town
We can go up north, we could head down south
Roll down the windows with the radio loud

Come on, turn it up, yeah
Start livin' your life on the double
Leave your troubles behind
You and me, we're gonna be alright

You could be a black bird on a country street
Hidin' from the world with a broken wing
But you better believe you're gonna fly with me
And you could be a songbird from New Orleans
"
Take It On Back,Chase Bryant,spotify:track:19OKWQPIupVomZOgBHvhV3,0.558,0.814,2,-5.378,1,0.0645,0.0129,0,0.0666,0.672,157.959,246613,4,21.97425,12,1,"Take it on back
Take it on back
Take it on back to where the grass is greener
Yeah.
Huh, Alright.

She was a south Georgia stunner
Hotter than hell in July
We tasted heaven that summer
Then said good-bye and I don't know why 'cause
We'd park down by the river
Steam up them windows real good
I Wish I could go back and see her
You know I would lord if I could

Take it on back
Take it on back
Take it on back to where the grass is greener
Take it on back
Take it on back
Back to when she and me were true believers
In love and all the things that come with it
Moonshine kisses, man I miss it
Take it on back
Take it on back
Back to the best I ever had
"
Cheers (Drink To That),Rihanna,spotify:track:46MDLc0Yip6xCMSsdePOAU,0.576,0.912,9,-3.623,1,0.0403,0.0182,0,0.293,0.727,79.981,261747,4,48.45556,9,1,"Takin' shots in here, you want one?
Yeah-e-yeah, yeah-e-yeah, yeah-e-yeah
Yeah-e-yeah, yeah-e-yeah, yeah-e-yeah

Cheers to the freakin' weekend
I drink to that, yeah-e-yeah
Oh, let the Jameson sink in
I drink to that, yeah-e-yeah
Don't let the bastards get you down
Turn it around with another round
There's a party at the bar
Everybody put ya glasses up, and I drink to that
Yeah-e-yeah, yeah-e-yeah, yeah-e-yeah
Yeah-e-yeah, yeah-e-yeah, yeah-e-yeah
(And I drink to that)
Yeah-e-yeah, yeah-e-yeah, yeah-e-yeah
Yeah-e-yeah, yeah-e-yeah, yeah-e-yeah

Life's too short to be sittin' 'round miserable
People gon' talk whether you doing bad or good, yeah
Got a drink on my mind and my mind on my money, yeah
Looking so bomb, gonna find me a honey

Got my Ray Bans on and I'm feelin' hella cool tonight, yeah
Everybody's vibin' so don't nobody start a fight, yeah

Cheers to the freakin' weekend
I drink to that, yeah-e-yeah
Oh, let the Jameson sink in
I drink to that, yeah-e-yeah
"
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",spotify:track:7oqftogUN82Q7VNy2TmTJW,0.608,0.709,7,-6.175,1,0.374,0.119,0,0.337,0.709,105.742,272069,4,93.17564,12,1,"Miiri man ɲi!
Aa! Dennin! K'an bɛn sɔgɔma!
Miiri man ɲi!
Aa! Dennin! K'an bɛn sɔgɔma!
Aa! Dennin! K'an bɛn sɔgɔma!
Aa! Dennin! K'an bɛn sɔgɔma!

I know my enemy prey on me, so pray for me
Tick, tick, wait on it
I'm keepin' down my body count
I'm finessin' like a trap bounce, a trap bounce, yeah
'Cause every day above ground is a blessing
I done leveled up now, view panoramic
None of my fears can't go where I'm headed
Had to cut 'em loose, now I'm loose, break the levee, yeah
I'm 'bout to flood on 'em, flood on a sinner
The rain and thunder gon' fall, go Mutumbo, no, no sinner
You can't dim my light

'Cause when we walk up in the club
I need them sirens goin' off
Then we can look up in the sky
The tears we cry let us know that we alive, yeah, yeah
It give me goosebumps every time
I threw up my diamond
Together we big timin'
Don't make me have to remind ya

I got my cup up to the heavens
Another night I won't remember
Promise this my mood forever
Promise this my mood forever and ever
Treasures dancin' on the bezel
It's kinda feelin' unforgettable
Promise this my mood forever
Promise this my mood forever

Forever and ever
You heard that?
Forever and ever
That's the sound of the price goin' up
"
