Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
Love Is A Battlefield,Pat Benatar,album rock,2001,91,63,67,-12,10,86,245,1,5,54,"(We are young, we are young)
We are young (heartache to heartache)
Heartache to heartache we stand (we stand)
(No promises) no promises, (no demands) no demands
(Love is a battlefield) love is a battlefield

We are strong
No one can tell us we're wrong
Searchin' our hearts for so long
Both of us knowing
Love is a battlefield

You're beggin' me to go, then makin' me stay
Why do you hurt me so bad?
It would help me to know, do I stand in your way
Or am I the best thing you've had?

Believe me, believe me, I can't tell you why
But I'm trapped by your love
And I'm chained to your side
...

******* This Lyrics is NOT for Commercial use *******"
I Gotta Feeling,The Black Eyed Peas,dance pop,2009,128,77,74,-6,51,61,289,9,3,69,"I got a feeling
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

A feeling
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

A feeling (woo-hoo)
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night

Tonight's the night, let's live it up
I got my money, let's spend it up (a fee-)
Go out and smash it, like, ""Oh my God""
Jump out that sofa, let's kick it, off (a fee-)

I know that we'll have a ball
If we get down and go out, and just lose it all
I feel, stressed out, I wanna let it go
Let's go way out, spaced out, and losin' all control
...

******* This Lyrics is NOT for Commercial use *******"
She Sells Sanctuary,The Cult,album rock,2000,139,77,55,-9,13,42,253,0,3,63,"Oh the heads that turn
Make my back burn
And those heads that turn
Make my back, make my back burn

The sparkle in your eyes
Keeps me alive
And the sparkle in your eyes
Keeps me alive, keeps me alive

And the world
And the world turns around
The world, and the world, yeah
The world drags me down

Well the heads that turn
Make my back burn
And those heads that turn
Make my back, make my back burn, yeah

...

******* This Lyrics is NOT for Commercial use *******"
Red Red Wine,UB40,reggae fusion,2000,89,47,86,-9,27,84,184,0,5,74,"Red, red wine
Goes to my head
Makes me forget that I
Still need her so
Red, red wine
It's up to you
All I can do I've done
Memories won't go
Memories won't go

I'd have sworn
That with time
Thoughts of you
Would leave my head
I was wrong
Now I find
Just one thing makes me forget

Red, red wine
Stay close to me
Don't let me be alone
It's tearin' apart
My blue, blue heart

I'd have sworn
That with time
Thoughts of you
Would leave my head
I was wrong
Now I find
Just one thing makes me forget

...

******* This Lyrics is NOT for Commercial use *******"
A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,adult standards,2002,115,97,60,-6,13,72,212,0,5,64,"A little less conversation, a little more action please
All this aggravation ain't satisfactioning me
A little more bite and a little less bark
A little less fight and a little more spark
Close your mouth and open up your heart and maybe satisfy me
Satisfy me, baby

Baby, close your eyes and listen to the music
Drifting through a summer breeze
It's a groovy night and I can show you how to use it
Come along with me and put your mind at ease

A little less conversation, a little more action please
All this aggravation ain't satisfactioning me
A little more bite and a little less bark (ah-ah)
A little less fight and a little more spark (ah-ah)
Close your mouth and open up your heart and maybe satisfy me (satisfy me)
Satisfy me, baby (satisfy me)
...

******* This Lyrics is NOT for Commercial use *******"
I Want To Hold Your Hand - Remastered 2015,The Beatles,british invasion,2000,131,72,49,-6,31,87,146,39,5,75,"Oh, yeah, I'll tell you something
I think you'll understand
When I say that something
I wanna hold your hand

I wanna hold your hand
I wanna hold your hand

Oh, please, say to me
And let me be your man
And please, say to me
You'll let me hold your hand

Oh, let me hold your hand
I wanna hold your hand
...

******* This Lyrics is NOT for Commercial use *******"
Set The Fire To The Third Bar,Snow Patrol,irish rock,2006,96,38,54,-7,8,39,204,52,3,49,"I find the map and draw a straight line
Over rivers, farms and state lines
The distance from A to where you'd B
It's only finger lengths that I see

I touch the place
Where I'd find your face
My fingers in creases
Of distant dark places

I hang my coat up in the first bar
There is no peace that I've found so far
The laughter penetrates my silence
As drunken men find flaws in science

...

******* This Lyrics is NOT for Commercial use *******"
Ghost Love Score,Nightwish,finnish metal,2004,101,78,44,-5,29,19,602,1,4,38,"We used to swim the same moonlight waters
Oceans away from the wakeful day

My fall will be for you (my fall will be for you)
My love will be in you
If you be the one to cut me, I'll bleed forever
My fall will be for you
My love will be in you
If you be the one to cut me, I'll bleed forever

Scent of the sea before the waking of the world
Brings me to thee, into the blue memory

My fall will be for you (my fall will be for you)
My love will be in you
If you be the one to cut me, I'll bleed forever
My fall will be for you
My love will be in you
If you be the one to cut me, I'll bleed forever

Into the blue memory...

A siren from the deep came to me
Sang my name, my longing
Still I write my songs about that dream of mine
Worth everything I may ever be

The child will be born again
That siren carried him to me
First of them true loves
Singing on the shoulders of an angel
...

******* This Lyrics is NOT for Commercial use *******"
Going To A Town,Rufus Wainwright,canadian pop,2007,124,46,56,-7,10,19,245,72,3,38,"I'm going to a town that has already been burnt down
I'm going to a place that has already been disgraced
I'm gonna see some folks who have already been let down
I'm so tired of America

I'm gonna make it up for all of The Sunday Times
I'm gonna make it up for all of the nursery rhymes
They never really seem to want to tell the truth
I'm so tired of you, America

Making my own way home, ain't gonna be alone
I've got a life to lead, America
...

******* This Lyrics is NOT for Commercial use *******"
A Gentleman's Excuse Me,Fish,album rock,2008,126,17,33,-14,32,19,259,86,4,44,"Do you still keep paper flowers
In the bottom-drawer with your Belgian lace
Taking them out every year
To watch the colours fade away

Do you still believe in fairy tales
In battlements of shining castles
Safe from the dragons
That lie beneath the hill

Are you still a Russian princes
Rescued by a gypsy-dancer
To anyone who'll listen
Is that a story you still tell

You live a life of fantasy
Your diary romantic fiction
Can't you see it's hard for me
Can you see what I'm trying to say

...

******* This Lyrics is NOT for Commercial use *******"
God Put a Smile upon Your Face,Coldplay,permanent wave,2002,127,56,61,-6,4,24,297,18,3,64,"Where do we go? Nobody knows
I've gotta say I'm on my way down
God give me style and give me grace
God put a smile upon my face

Where do we go to draw the line?
I've gotta say, I wasted all your time, oh, honey, honey
Where do I go to fall from grace?
God put a smile upon your face, yeah

And ah, when you work it out I'm worse than you
Yeah, when you work it out, I wanted to
And ah, when you work out where to draw the line
...

******* This Lyrics is NOT for Commercial use *******"
Heartbreak Warfare,John Mayer,neo mellow,2009,97,55,62,-8,30,31,270,19,2,66,"Lightning strike
Inside, my chest to keep me up at night
Dream of ways
To make you understand my pain

Clouds of sulfur in the air
Bombs are falling everywhere
It's heartbreak warfare
Once you want it to begin
No one really ever wins
In heartbreak warfare

If you want more love
Why don't you say so?
If you want more love
Why don't you say so?

Drop his name
Push it in and twist the knife again
...

******* This Lyrics is NOT for Commercial use *******"
Sailing to Philadelphia,Mark Knopfler,classic rock,2005,99,48,59,-10,9,15,353,64,2,39,"I am Jeremiah Dixon
I am a Geordie Boy
A glass of wine with you, sir
And the ladies I'll enjoy
All Durham and Northumberland
Is measured up by my own hand
It was my fate from birth
To make my mark upon the earth

He calls me Charlie Mason
A stargazer am I
It seems that I was born
To chart the evening sky
They'd cut me out for baking bread
But I had other dreams instead
This baker's boy from the west country
...

******* This Lyrics is NOT for Commercial use *******"
Accidentally In Love,Counting Crows,alternative rock,2004,138,93,55,-4,9,81,189,4,4,59,"So she said, what's the problem, baby?
What's the problem? I don't know
Well, maybe I'm in love (love)
Think about it every time I think about it
I can't stop thinking about it

How much longer will it take to cure this?
Just to cure it 'cause I can't ignore it if it's love (love)
Makes me wanna turn around and face me
But I don't know nothing 'bout love

Come on, come on, turn a little faster
Come on, come on, the world will follow after
Come on, come on, because everybody's after love

So I said I'm a snowball running
Running down into the spring that's coming
All this love melting under blue skies
Belting out sunlight, shimmering love

Well, baby, I surrender to the strawberry ice cream
...

******* This Lyrics is NOT for Commercial use *******"
One Word,Anouk,dutch indie,2004,92,57,62,-8,11,34,243,10,3,52,"I close my eyes
And imagine you're here
Did it all seem so hopeless
Given the chance
I would ask
Forgive me
I didn't do a thing to make you stay
I didn't say a word to make you stay
If I would have known
Could I have tried to make it easier?
But I didn't do a thing
Or say a word
One word

And I don't know why you're gone, now you're gone
No beautiful goodbye
You will never leave my mind
...

******* This Lyrics is NOT for Commercial use *******"
Moonlight Shadow,Mike Oldfield,album rock,2009,129,72,61,-8,36,80,218,29,3,64,"The last that ever she saw him
Carried away by a moonlight shadow
He passed on, worried and warning
Carried away by a moonlight shadow

Lost in a riddle that Saturday night
Far away on the other side
He was caught in the middle of a desperate fight
And she couldn't find how to push through

The trees that whisper in the evening
Carried away by a moonlight shadow
Sing a song of sorrow and grieving
Carried away by a moonlight shadow

All she saw was a silhouette of a gun
Far away on the other side
He was shot six times by a man on the run
...

******* This Lyrics is NOT for Commercial use *******"
Feel Like Flying,Racoon,dutch indie,2005,98,69,67,-7,10,83,213,6,3,41,"Yeah
I'm walking home after drinking all my pennies.
So now I've got a beatbox in my head.
Probably seems funny to you honey, bunny.
Well it ain't and when I'm home I'm going straight to bed. WOW

Walking home and I haven't got a planny.
Because of all the pennies in my head.
Well I'm pretty flip; and I'm losing grip rocksteady, Betty.
Pretty fly but I'm all right. I don't need a cigarette, 'cause I

Feel like flying. Woow, damn right! I feel like flying.
I've got a rotor on my head.
And I feel like flying. Yep
Oh I feel like flying
...

******* This Lyrics is NOT for Commercial use *******"
Sweet Goodbyes,Krezip,dutch indie,2009,110,33,63,-9,11,47,193,74,3,56,"Can't sleep, 'cause everything's changing
You don't want to leave things behind
Can't breathe, 'cause too many things going on
Going wrong in your life

Tears in your eyes
Sweet goodbyes

I know how you feel right now
Losing dreams you've come to care about
I know what you need right now
You need to come on home, so I can hold you tight
Get you through the night
I'll get you through the night

Wake up, the sun's shining bright
...

******* This Lyrics is NOT for Commercial use *******"
The Man Who Can't Be Moved,The Script,celtic rock,2008,100,63,61,-5,10,33,241,43,3,64,"Going back to the corner where I first saw you
Gonna camp in my sleeping bag, I'm not gonna move
Got some words on cardboard, got your picture in my hand
Saying, ""If you see this girl, can you tell her where I am?""

Some try to hand me money, they don't understand
I'm not broke, I'm just a broken-hearted man
I know it makes no sense, what else can I do?
And how can I move on when I'm still in love with you?

'Cause if one day you wake up, and find that you're missing me
And your heart starts to wonder where on this Earth I could be
Thinking maybe you'll come back here to the place that we'd meet
And you'll see me waiting for you, on the corner of the street
So I'm not moving
I'm not moving

Policeman says, ""Son, you can't stay here""
...

******* This Lyrics is NOT for Commercial use *******"
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,neo mellow,2008,173,30,32,-13,70,44,264,77,3,75,"She's a good girl, loves her mamma
Loves Jesus and America, too
She's a good girl, crazy bout Elvis
Loves horses and her boyfriend too, yeah yeah

It's a long day, livin' in Reseda
There's a free way running through the yard
I'm a bad boy 'cause I don't even miss her
I'm a bad boy for breaking her heart

And I'm free
Free fallin', fallin'

And I'm free
Free fallin', fallin'
All the vampires, walkin' through the valley
...

******* This Lyrics is NOT for Commercial use *******"
Ice Queen,Within Temptation,dutch metal,2003,92,57,26,-8,11,15,319,4,3,47,"When leaves have fallen and skies turned to grey
The night keeps on closing in on the day
A nightingale sings his song of farewell
You better hide for her freezing hell

On cold wings, she's coming
You better keep moving
For warmth, you'll be longing
Come on, just feel it
Don't you see it?
You better believe

When she embraces, your heart turns to stone
She comes at night when you're all alone
...

******* This Lyrics is NOT for Commercial use *******"
Another 45 Miles,Golden Earring,album rock,2008,91,59,56,-10,23,48,284,28,3,50,"Here comes the night
A veil over the light
In the distance some shadows of the clouds in the sky
I've got to get home
To my child, my wife

Here comes the night
I'm scared to death
Got to get me a ride
It looks like the road is swallowing me up
Gotta hurry home
Don't dare to look back
Blueville is straight ahead

Another 45 miles to go
Another 45 miles before I'm home
I wish that the sunlight was burning in my eyes
...

******* This Lyrics is NOT for Commercial use *******"
The Blower's Daughter,Damien Rice,acoustic pop,2003,133,20,34,-14,34,7,287,13,3,56,"And so it is
Just like you said it would be
Life goes easy on me
Most of the time
And so it is
The shorter story
No love, no glory
No hero in her sky

I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes
...

******* This Lyrics is NOT for Commercial use *******"
Magnificent,U2,irish rock,2009,115,72,53,-6,11,59,324,0,3,44,"Magnificent

Oh, oh, magnificent

I was born, I was born to be with you
In this space and time
After that and ever after
I haven't had a clue
Only to break rhyme
This foolishness
Can leave a heart black and blue, oh, oh

Only love
...

******* This Lyrics is NOT for Commercial use *******"
Virtual Insanity - Remastered,Jamiroquai,acid jazz,2006,92,95,66,-5,14,52,229,13,11,69,"Oh yeah
What we're living in
(Let me tell ya)

It's a wonder men can eat at all
When things are big that should be small
Who can tell what magic spells we'll be doing for us
And I'm giving all my love to this world

Only to be told
I can't see
I can't breathe
No more will we be
And nothing's going to change the way we live
Cos' we can always take but never give

And now that things are changing for the worse
See, its a crazy world we're living in
And I just can't see that half of us immersed in sin
Is all we have to give these -

Future's made of virtual insanity now
Always seem to, be governed by this love we have
...

******* This Lyrics is NOT for Commercial use *******"
Go With The Flow,Queens of the Stone Age,alternative metal,2002,159,99,24,-4,83,37,187,1,10,58,"She said I'll throw myself away
They're just photos, after all
I can't make you hang around
I can't wash you off my skin

Outside the frame
Is what we're leaving out
You won't remember anyway

I can go with the flow
Don't say it doesn't matter (with the flow), matter anymore
I can go with the flow (I can go)
...

******* This Lyrics is NOT for Commercial use *******"
Plug in Baby,Muse,modern rock,2001,136,97,41,-4,11,35,218,0,5,53,"I've exposed your lies, baby
The underneath's no big surprise
And now it's time for changing
And cleansing everything
To forget your love

My plug in baby
Crucifies my enemies
When I'm tired of giving, whoa
My plug in baby
...

******* This Lyrics is NOT for Commercial use *******"
Heavy Cross,Gossip,alternative dance,2009,120,69,79,-4,14,22,243,8,3,59,"It's a cruel, cruel world to face on your own
A heavy cross to carry along
The lights are on but everyone's gone
And it's cruel

It's a funny way to make ends meet
When the lights are out on every street
It feels alright but never complete
Without joy

I checked you, if it's already been done
Undo it
It takes two, it's up to me and you
To prove it
...

******* This Lyrics is NOT for Commercial use *******"
Tumble and Fall,JOHAN,dutch indie,2001,170,61,45,-7,9,48,209,2,3,36,"Where everything looks so much better on the outside
Where every day's the same, will turn into a long night
Paid too much for losing touch

Because the apathy will crack me up in no time
Because insanity becomes a state of mind
It comes around again
That warning sound can wake me from my sleep
I've gotten into deep

But when you call I'll be ready for the flash
Got too heavy on the dark side
Tumble and fall
I've come a long way to get it back my friend
...

******* This Lyrics is NOT for Commercial use *******"
Dakota,Stereophonics,britpop,2005,147,93,51,-3,9,31,297,13,7,68,"You don't know what it's been like
Meeting someone like you
You don't know what it's been like
Meeting someone like you

You look like Jesus on an aeroplane
Ya head's against the window pane
You got opinions but you ain't got news
You got good laughs but when it suits you

You turn it on like a leaking tap
Dripping dropping people drop of a hat
You gotta mouth but you ain't got guts
That drunken mouth you should keep it shut

...

******* This Lyrics is NOT for Commercial use *******"
Green Eyes,Coldplay,permanent wave,2002,130,41,61,-9,23,23,223,54,3,63,"Honey, you are a rock
Upon which I stand
And I come here to talk
I hope you understand

The green eyes
Yeah, the spotlight
Shines upon you
And how could
Anybody deny you?

I came here with a load
And it feels so much lighter now I met you
And honey, you should know
...

******* This Lyrics is NOT for Commercial use *******"
Supermassive Black Hole,Muse,modern rock,2006,120,92,67,-4,9,78,212,5,4,73,"Ooh, baby, don't you know I suffer?
Ooh, baby, can you hear me moan?
You caught me under false pretenses
How long before you let me go?

You set my soul alight
You set my soul alight

(You) Glaciers melting in the dead of night
And the superstars sucked into the supermassive (Set my soul alight)

(You) glaciers melting in the dead of night
And the superstars sucked into the supermassive (Set my soul)

I thought I was a fool for no one
But mmh, baby I'm a fool for you
...

******* This Lyrics is NOT for Commercial use *******"
Bombay,Golden Earring,album rock,2008,125,92,52,-7,2,73,234,2,5,34,"One, two, three, four

Bombay seems lost in dreams
When the pipes let off steam
In a backroom
Somewhere, anywhere in L.A

Next payday comes, I'll be gone
By boats and planes, it's pre-arranged
You can't catch me, I'm on my way
Back to Bombay
Bombay
Bombay
Bombay
Bombay

(Bombay, Bombay)
Ain't gonna leave no trace
(Bombay, Bombay)
Gonna wash away my face
...

******* This Lyrics is NOT for Commercial use *******"
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,album rock,2008,170,66,46,-9,33,53,274,3,6,72,"She grew up in an Indiana town,
Had a good-lookin' mama who never was around.
But she grew up tall and she grew up right
With them Indiana boys on them Indiana nights.

Well, she moved down here at the age of eighteen.
She blew the boys away, was more than they'd seen.
I was introduced and we both started groovin'.
I said, I dig you baby, but I got to keep movin' on.
Keep movin' on.

Last dance with Mary Jane, one more time to kill the pain.
I feel summer creepin' in and I'm tired of this town again.
...

******* This Lyrics is NOT for Commercial use *******"
Society,Eddie Vedder,permanent wave,2007,162,33,56,-11,11,30,236,90,3,67,"Oh, it's a mystery to me
We have a greed, with which we have agreed
And you think you have to want more than you need
Until you have it all you won't be free

Society, you're a crazy breed
I hope you're not lonely without me

When you want more than you have
You think you need
And when you think more than you want
Your thoughts begin to bleed
...

******* This Lyrics is NOT for Commercial use *******"
White Flag,Dido,dance pop,2003,170,54,51,-7,9,28,241,31,4,54,"I know you think that I shouldn't still love you
Or tell you that
But if I didn't say it, well, I'd still have felt it
Where's the sense in that?

I promise I'm not trying to make your life harder
Or return to where we were

But I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

I know I left too much mess and
Destruction to come back again
And I caused nothing but trouble
...

******* This Lyrics is NOT for Commercial use *******"
Heaven Must Be Missing An Angel - Pt. 1,Tavares,adult standards,2004,117,75,61,-9,39,97,394,1,3,49,"Heaven, must be missin' an angel
Missin' one angel, child
'Cause you're here with me right now
(Your love is heavenly, baby
Heavenly to me, baby)

Your kiss, ah, filled with tenderness
I want all I can get, of your sexiness
Showers, your love comes in showers
And every hour on the hour
You let me feel your loving power

There's a rainbow over my shoulder
When you came, my cup runneth over
You gave me your heavenly love
And if one night you hear crying from above

It's 'cause heaven must be missin' an angel
Missin' one angel, child
'Cause you're here with me right now
(Your love is heavenly, baby
Heavenly to me, baby)

Ooh, heaven (heaven)
Ooh, heaven (heaven)
Ooh, heaven (heaven)
Heaven (heaven)

Ooh, I'm captured by your spell
You're different, girl, I can tell
When you're layin' on my pillow, baby
...

******* This Lyrics is NOT for Commercial use *******"
Wake Me up When September Ends,Green Day,modern rock,2004,105,81,55,-5,10,15,286,2,3,77,"Summer has come and passed
The innocent can never last
Wake me up when September ends

Like my father's come to pass
Seven years has gone so fast
Wake me up when September ends

Here comes the rain again
Falling from the stars
Drenched in my pain again
Becoming who we are

As my memory rests
But never forgets what I lost
...

******* This Lyrics is NOT for Commercial use *******"
Can't Stop,Red Hot Chili Peppers,alternative rock,2002,91,94,62,-3,17,88,269,2,5,80,"Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation
Defunkt the pistol that you pay for
This punk, the feeling that you stay for
In time, I want to be your best friend
East Side love is living on the West End

Knocked out, but boy, you better come to
Don't die, you know, the truth is some do
Go write your message on the pavement
Burn so bright, I wonder what the wave meant
White heat is screaming in the jungle
Complete the motion if you stumble
Go ask the dust for any answers
Come back strong with 50 belly dancers

The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

Sweetheart is bleeding in the snow cone
So smart, she's leading me to ozone
Music the great communicator
...

******* This Lyrics is NOT for Commercial use *******"
Driving Home for Christmas,Chris Rea,art rock,2007,180,66,50,-9,21,89,240,33,4,80,"I'm driving home for christmas
Oh, I can't wait to see those faces
I'm driving home for christmas, yea
Well I'm moving down that line
And it's been so long
But I will be there
I sing this song
To pass the time away
Driving in my car
Driving home for christmas

It's gonna take some time
But I'll get there
Top to toe in tailbacks
...

******* This Lyrics is NOT for Commercial use *******"
Spicks And Specks,Bee Gees,adult standards,2001,123,63,65,-7,28,71,172,78,3,47,"Where is the sun
That shone on my head

The sun in my life
It is dead
It is dead

Where is the light
That would play
In my streets

And where are the friends
I could meet
I could meet

Where are the girls
I left all behind
The spicks and the specks
Of the girls on my mind
...

******* This Lyrics is NOT for Commercial use *******"
Gravity,John Mayer,neo mellow,2006,124,33,76,-10,24,24,246,73,3,75,"Gravity is working against me
And gravity wants to bring me down
Oh, I've never known what makes this man
With all the love that his heart can stand
Dream of ways to throw it all away

Gravity is working against me
And gravity wants to break me down
Oh, twice as much ain't twice as good
And can't sustain like a one half could
It's wanting more it's gonna set me to my knees

Oh, twice as much ain't twice as good
...

******* This Lyrics is NOT for Commercial use *******"
Leave the Light On,Beth Hart,blues rock,2009,142,48,57,-6,10,16,244,26,3,32,"I've seen myself with a dirty face
I cut my luck with a dirty ace
I leave the light on
I leave the light on
I went from zero to minus ten
I drank your wine then
I stole your man
I leave the light on
I leave that light on

Daddy ain't that bad, he just plays rough
I ain't that scarred when I'm covered up
I leave the light on, yeah I leave that light on
Little girl hiding underneath the bed
Was it something I did?
Must be something I said
I leave the light on, I better leave the light on

'Cause I wanna love
And I wanna live
Yeah, I don't know much about it
Yeah, and I never did, no, no
...

******* This Lyrics is NOT for Commercial use *******"
Ruthless Queen,Kayak,dutch prog,2009,124,46,53,-10,20,22,291,8,3,32,"With a quivering voice
You spoke the word
Shadow came between us
Sharp as a sword
Gone is my gladness
And vanished my pride
'Cause luck didn't stay on our side

Leaped in luxury
I cried for the moon
But the game is out
It all ended too soon
Awakening came as the belt from the blue
At last from a sheen to be true

Oh my ruthless queen
You're still the treasure of my dream
It's the twinkle in your eyes
That took me by surprise
Oh my ruthless queen
...

******* This Lyrics is NOT for Commercial use *******"
Everlong - Acoustic Version,Foo Fighters,alternative metal,2009,144,34,64,-11,11,55,251,91,3,69,"Hello, I've waited here for you
Everlong
Tonight, I throw myself into
And out of the red, out of her head she sang

Come down and waste away with me
Down with me
Slow how, you wanted it to be
I'm over my head, out of her head she sang

And I wonder
When I sing along with you

...

******* This Lyrics is NOT for Commercial use *******"
Mad World (Feat. Michael Andrews),Gary Jules,neo mellow,2002,174,6,35,-17,10,30,190,98,4,70,"All around me are familiar faces
Worn-out places, worn-out faces
Bright and early for their daily races
Going nowhere, going nowhere

Their tears are filling up their glasses
No expression, no expression
Hide my head, I wanna drown my sorrow
No tomorrow, no tomorrow

And I find it kinda funny, I find it kinda sad
The dreams in which I'm dying are the best I've ever had
...

******* This Lyrics is NOT for Commercial use *******"
The Wall Street Shuffle,10cc,album rock,2004,98,50,52,-11,11,66,242,16,3,46,"Do the Wall Street shuffle
Hear the money rustle
Watch the greenbacks tumble
Feel the Sterling crumble

You need a yen to make a mark
If you wanna make money
You need the luck to make a buck
If you wanna be Getty, Rothschild
You've gotta be cool on Wall Street

You've gotta be cool on Wall Street
When your index is low
Dow Jones ain't got time for the bums
...

******* This Lyrics is NOT for Commercial use *******"
Song 2,Blur,alternative rock,2000,130,71,66,-7,7,86,122,0,9,64,"Wooooo hoooo
Wooooo hoooo
Wooooo hoooo
Wooooo hoooo

I got my head checked
By a jumbo jet
It wasn't easy
But nothing is
No

Wooooo hooooooo
When I feel heavy metal
Wooooo hooooooo
...

******* This Lyrics is NOT for Commercial use *******"
I Would Stay,Krezip,dutch indie,2000,95,26,47,-11,12,27,232,82,4,55,"If this is true, I thought then, what will I think
Will I stay but rather I would get away
I'm scared that I won't find a thing
And afraid that I'll turn out to be alone, but I

I have to learn, have to try, have trust, I have to cry
Have to see, have to know that I can be myself, yeah
And if I could I would stay
And if they're not, not in my way
I'll stare here in the distance
But I'll grow up to be just like you, yeah
I'll grow up to be just like you, yeah
I see it all I'm sure but
Do I know what's right?
...

******* This Lyrics is NOT for Commercial use *******"
Lost,Anouk,dutch indie,2004,90,25,52,-10,14,14,222,22,3,51,"If roses are meant to be red
And violets to be blue
Why isn't my heart meant for you

My hands longing to touch you
But I can barely breathe
Starry eyes that make me melt
Right in front of me

Lost in this world
I even get Lost in this song
And when the lights go down
That is where I'll be found

...

******* This Lyrics is NOT for Commercial use *******"
Where Is The Love?,The Black Eyed Peas,dance pop,2003,94,70,83,-3,13,80,273,11,20,66,"What's wrong with the world, mama?
People livin' like they ain't got no mamas
I think the whole world's addicted to the drama
Only attracted to things that'll bring you trauma

Overseas, yeah, we tryna stop terrorism
But we still got terrorists here livin'
In the USA, the big CIA
The Bloods and The Crips and the KKK

But if you only have love for your own race
Then you only leave space to discriminate
And to discriminate only generates hate
And when you hate, then you're bound to get irate, yeah

Madness is what you demonstrate
And that's exactly how anger works and operates
Man, you gotta have love just to set it straight
Take control of your mind and meditate
Let your soul gravitate to the love, y'all, y'all

People killin', people dyin'
Children hurt, hear them cryin'
Can you practice what you preach
Or would you turn the other cheek?

Father, Father, Father, help us
Send some guidance from above
'Cause people got me, got me questionin'
Where is the love (love)

Where is the love? (The love)
Where is the love? (The love)
Where is the love, the love, the love?

It just ain't the same, old ways have changed
New days are strange, is the world insane?
If love and peace are so strong
...

******* This Lyrics is NOT for Commercial use *******"
This Is The Life,Amy Macdonald,scottish singer-songwriter,2007,95,88,62,-5,7,86,184,27,3,41,"Oh the wind whistles down
The cold dark street tonight
And the people they were
Dancing to the music vibe
And the boys chase the girls
With the curls in their hair
While the shy tormented youth sit way over there
And the songs they get louder
Each one better than before

And you're singing the songs
Thinking this is the life
And you wake up in the morning
And your head feels twice the size
Where you gonna go? Where you gonna go?
Where you gonna sleep tonight?

And you're singing the songs
Thinking this is the life
And you wake up in the morning
And your head feels twice the size
Where you gonna go? Where you gonna go?
Where you gonna sleep tonight?
Where you gonna sleep tonight?

...

******* This Lyrics is NOT for Commercial use *******"
Breakeven,The Script,celtic rock,2008,94,70,63,-5,8,53,261,17,2,74,"I'm still alive but I'm barely breathing
Just prayed to a God that I don't believe in
'Cause I got time while she got freedom
'Cause when a heart breaks, no, it don't breakeven

Her best days will be some of my worst
She finally met a man that's gonna put her first
While I'm wide awake she's no trouble sleeping
'Cause when a heart breaks no it don't breakeven
Even, no

What am I supposed to do
When the best part of me was always you?
And what am I supposed to say
When I'm all choked up and you're OK?
I'm falling to pieces, yeah
I'm falling to pieces

They say bad things happen for a reason
But no wise words gonna stop the bleeding
'Cause she's moved on while I'm still grieving
...

******* This Lyrics is NOT for Commercial use *******"
Not An Addict,K's Choice,alternative pop,2009,169,65,26,-7,12,34,288,0,4,43,"Breathe it in and breathe it out
And pass it on, it's almost out
We're so creative, so much more
We're high above, but on the floor

It's not a habit, it's cool, I feel alive
If you don't have it, you're on the other side

The deeper you stick it in your vein
The deeper the thoughts, there's no more pain
I'm in heaven, I'm a god
I'm everywhere, I feel so hot

It's not ah habit, it's cool, I feel alive
...

******* This Lyrics is NOT for Commercial use *******"
So Incredible,Ilse DeLange,dutch americana,2008,104,86,54,-6,72,75,177,11,3,54,"In the middle of the day, when the sun is aching
And I try to make my way, but the sidewalk's breaking
Watch me slip between the cracks, as I fall and fall and fall
And I wonder where I land, if I ever land at all
Oh, there's your hand

So incredible, the love we have
The things we hold, let's make them last
You pull me through, when I get stuck in other little distractions
So incredible
So incredible

...

******* This Lyrics is NOT for Commercial use *******"
Mr Rock & Roll,Amy Macdonald,scottish singer-songwriter,2007,111,87,60,-5,11,44,215,3,3,30,"So called mr rock n roll
He's dancing on his own again
Talking on his phone again
To someone who tells him that his balance is low
He's got nowhere to go
He's on his own again

Rock chick of the century
Is acting like she used to be
Dancing like there's no-one there
Before she ever seemed to care
Now she wouldn't dare
It's so rock and roll to be alone

And they'll meet one day, far away and say
I wish I was something more
...

******* This Lyrics is NOT for Commercial use *******"
