Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
Hay,Crucial Conflict,spotify:track:56hvN4r1qI7kDW9cw1lVov,0.749,0.733,11,-9.163,0,0.0611,0.0302,0,0.151,0.897,139.935,260240,4,28.0985,16,1,"Hey
Smokin on
Hey (Hey)
Smokin on
Hey, in the middle of the barn (Hey)
Smokin on
Hey, in the middle of the barn (Hey)

Sittin on a quarter 'p of hay
Thangs is feelin good today
I'm tore up, from the floor up
Sippin on some crown royal

Trippin, in a circle of wood
Where everybody smoke they own bud
Good ole' hay
How you feel today?
Fine, blowed and dandy

Silly like I'm hype off candy
Gotta big, thick chic named sandy
In the farm in the middle of the barn
Where everybody's feelin crazy

I went to visit granny's house
Now I see why don't nobody leave
We constantly, constantly, constantly smokin b's

Too blitzed to even shake it off
But I still got my head up
Coldhard finna go in the back of the barn
And get my big black peter sucked

Pass the hay you silly slut
Blaze it up, so I can hit that bud
Git me zoned and i'll be on
Cuz I love to smoke upon hay

Smokin on
(Hey, in the middle of the barn)
Smokin on
(Hey, in the middle of the barn)
Smokin on

The hay got me goin through a stage
And I just can't get enough
Smokin everyday
I got some hay
And you know I'm finna roll it up

Make a cloud
I'm gonna take my mind away from all the
Bullcrap
"
Undone - The Sweater Song,Weezer,spotify:track:5WhtlIoxoZrMmuaWWEQhwV,0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,305533,4,53.02081,13,1,"Hey brah, how are you doing man?
Alright
It's been a while man, life's so rad
This band's my favorite man, don't ya love them?
Yeah

Aw man, you want a beer?
All right
Aww man, hell brah, this is the best, man
I'm so glad we're all back together and stuff
This is great, man

Yeah
Hey, did you know about the party after the show?
Yeah
Aww man, it's gonna be the best
I'm so stoked, take it easy brah

I'm me
Me be
Goddamn
I am
"
My Baby Wants To Rock And Roll,Iggy Pop,spotify:track:7doBwI6sgoz0jc0eMow3Cp,0.487,0.8,9,-10.488,1,0.0365,0.016,0.0463,0.105,0.673,139.459,286267,4,28.60049,13,0,"My baby wants to rock and roll
She likes pictures and thought control
She's shoppin' wild and she's comin' down
Superman couldn't turn her around

She wants to rock, rock, rock, rock and roll
Rock it on down 'til she cures her soul
She wants ta rock her way right outta the hole
She wants to rock and rock and roll

She wants information and she wants it raw
She don't believe the way they lay things out
She's gotta try it till she's too fucked up
I was the same way once myself

I had to rock, rock, rock, rock and roll
Rock that shit 'til I kill my soul
I'll rock my way right outta the hole
I had to rock and rock and roll

Goin' down those empty streets
You know what other guy's got all the money
He doesn't deserve it, screw him
Rock and roll

Car crash on the grey highway
"
Love Is A Wonderful Thing,Michael Bolton,spotify:track:2LCIRBYUBMFy9hL81qthi1,0.727,0.824,2,-8.915,1,0.0394,0.00812,1.58E-06,0.0922,0.935,125.104,282933,4,31.39559,12,1,"Birds fly, they don't think twice
They simply spread their wings
The sun shines, it don't ask why
Or what the whole thing means

The same applies to you and I
We never question that
So good, it's just understood
Ain't no conjecture, it's just a matter of fact

Love is a wonderful thing
Make ya smile through the pouring rain
Love is a wonderful thing
I'll say it again and again

Turn your world into one sweet dream
Take your heart and make it sing
Love, love, love is a wonderful thing
Oh yeah
"
Low Desert Punk,Brant Bjork,spotify:track:7xxkaZADoO4sHbvjebXjij,0.375,0.588,1,-10.568,0,0.0392,0.000257,0.917,0.261,0.0854,113.495,321360,4,29.29312,12,0,"Well I'm gettin' up when the sun goes down
And I shine 'em up and I hit the town
Well I trim it clean and I roll it up
And then I take it nice and slow"
Kingdom,VNV Nation,spotify:track:5JvVCQ5Kv14RH4oJ9BCzrM,0.525,0.815,8,-8.978,0,0.0403,0.000898,0.0284,0.1,0.657,135.031,351737,4,43.55927,14,0,"Our domain, this kingdom come
Now godless lands whose ways are lost.
Without the strength to carry on.
All values lost, all virtue none.
Did you think you'd be saved
By burning flags to cleanse yourselves of shame?
Or are you afraid, are you afraid,
As you stare back at your face?
Or are you ashamed, are you afraid,
By destroying what the gods once gave?
Do you think that you'll be saved?
Do you think that you'll be saved?

And I believe that we'll conceive
To make in hell for us a heaven.
A brave new world.
A promised land.
A fortitude of hearts and minds.
Until I see this kingdom's mine,
I'll turn the darkness into light.
I'll guide the blind.
My will be done until the day
"
Sweet Lady,Tyrese,spotify:track:1Dx8rIZaXzZPvUQRF2j9hB,0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024,290600,4,101.22721,9,1,"Ohhhhhh
Can you babe
Be my sweet lady
I want you to be my lady

Sweet lady would you be my sweet love for a lifetime?
I'll be there when you need me
Just call and recieve me

Now any other day I would play it cool
But I can't now cause I want you
You see I'm hooked on how you flex your style
And I wanna talk for a little while
I've never really seen your type
But I must admit that I kinda like
So maybe if you have the time we can talk about
You being mine baby

Sweet lady would you be my sweet love for a lifetime?
I'll be there when you need me
Just call and recieve me
"
Say... If You Feel Alright,Crystal Waters,spotify:track:254s8fL5BZlUyvY6zAFMPn,0.757,0.843,1,-7.222,1,0.0332,0.0424,0.377,0.0742,0.717,113.21,236133,4,120.27292,6,1,"Just say hey, if it feels alright
Just say hey-ee-yeah, if ya feel alright

Pay attention, listen here
Crystals gonna make it clear
Everybody here tonight
Better have a real good time

Let your hair down and decide
Come go with me for the ride
Dont sit down, get on up
Join with the rest of us

Hand in the air wavin
I want your body shakin
Foot-stompin music rockin
No we are never stoppin

Higher and higher, were goin higher
Higher and higher, were goin

"
Guilt,Chapterhouse,spotify:track:21v5LW9SrY0dEbU0CicuHk,0.13,0.982,6,-8.215,0,0.0638,0.0014,0.73,0.643,0.136,154.946,253000,4,40.65285,9,0,"Silent sin of endless sleeping
Wakes to fin your conscience weeping
Shame
Time recalls the distant voices
"
Let's Get The Mood Right,Johnny Gill,spotify:track:6Rm7xbB9i6h144squqLeBy,0.537,0.374,4,-10.16,1,0.0339,0.409,0,0.0935,0.372,179.719,315240,3,33.2968,13,1,"You look sweet as ever
Just how I picture you
Swear that you're looking better
And thats so hard to do
Girl I hope you don't mind
If I remininsce all the time
When I was your guy and you were my girl
There was nobody else in my world

Let's get the mood right
Turn on your heart light
Put on that old red dress
Baby let's cruise
Baby it's your night
Blow out the candlelight
We're going out tonight
Just me and you
"
How Do You Fall In Love,Alabama,spotify:track:3FyENMn4WCKn7Zwfs835Pc,0.44,0.17,2,-13.266,1,0.0271,0.57,1.28E-05,0.122,0.272,84.565,179827,4,20.68255,11,1,"How do you fall in love
And when do you say ""I do""?
When is the perfect time
To spend the rest of your life

Seasons may come and go
And sometimes it rains and snows
And there will be highs and lows
So only you will know

You never know just where it will find you
"
Another World,Beborn Beton,spotify:track:1LWaKmH7Gb2YkGVWthTqNL,0.65,0.827,5,-8.335,0,0.0414,0.692,0.00448,0.0712,0.604,120,267093,4,33.91601,11,0,"There is no use in dying
When still I seem to be undone
There is no use in trying to find again
The love of someone
Where have I gone and come so far
Well, I've been headed nowhere
I have been walking quite a while along
Feeling lonesome

Don't you worry, they won't find my body
I want you to know I found
Peace in another world
Don't keep digging, I want you to leave
Back away from the place
Where my ashes are buried

Don't you worry, they won't find my body
I want you to know I found
Peace in another world
Don't keep digging, I want you to leave
Back away from the place
Where my ashes are buried
"
How Much Love,Vixen,spotify:track:4CSFgPEx1PDP3PHDatvxsz,0.595,0.855,0,-8.806,1,0.0317,0.00463,0.000755,0.0408,0.818,120.145,280800,4,20.82655,14,1,"You're in the corner, turning your back, you're running away again
The more I give you, the less that you take, tell me where is it gonna end?
(Who-oh) I can see you've felt some pain
(Who-oh) I know you've been hurt before
(Who-oh) But I swear you won't get hurt nomore

Tell me how much love is it gonna take
To prove I'm not another heartache
Till you begin to let your heart give in
How much love is it gonna take

I'm reaching for you, getting so close, but you're always a step away
I wanna touch you 'n give you my love, what is it gonna take?
(Who-oh) I can see it in your eyes
"
Fu-Gee-La,Fugees,spotify:track:1rJM37Dd4OcSJvzI84yCcP,0.682,0.505,1,-11.709,1,0.138,0.137,0,0.234,0.4,89.954,260067,4,61.57225,12,1,"We used to be number 10, now we permanent on one
In the battle lost my finger, Mic became my arm
Pistol nozzle hits your nasal, blood becomes lukewarm
Tell the woman be easy Naah squeeze the Charmin
Test Wyclef, see death flesh get scorned
Beat you so bad make you feel like you ain't wanna be born, Jon
And tell your friends stay the hell out of my lawn
Chicken George became Dead George stealin' chickens from my farm
Damn, another dead pigeon
If your mafiosos then I'm bringin' on Haitian Sicilians
Nobody's shootin', my body's made of hand grenade
Girl bled to death while she was tongue-kissing a razor blade
That sounds sick maybe one day I'll write a horror
Blackula comes to the ghetto, jacks an ACURA
Stevie Wonder sees Crack Babies
Be-Coming Enemies Of their own families
Armageddon come you know we soon done
Gun by my side, just in case I gotta rump
A boy on the side of Babylon
Trying to front like he's down with Mount Zion

Oooh La La La
It's the way that we rock when we're doing our thang
Oooh La La La
It's the natural LA that the Refugees bring
Oooh La La La La La La
Lalala La Laaah
Sweeeeet Thing

"
I Don't Have The Heart,James Ingram,spotify:track:5In7xBveNACCRX2uWNoPuW,0.487,0.423,2,-8.181,1,0.0243,0.658,0,0.109,0.334,88.883,253507,4,53.02386,9,1,"Your face is beaming
You say it's 'cause you're dreaming
Of how good it's going to be
You say you've been around
And now you've finally found
Everything you wanted and needed in me

I don't have the heart to hurt you
It's the last thing I want to do
But I don't have the heart to love you
Not the way you want me to

Inside I'm dying
To see you crying
"
Anything,3T,spotify:track:2AtBXRPCZhtIqSGF5ap33B,0.686,0.454,10,-10.928,0,0.0328,0.43,0.00021,0.286,0.645,131.977,321000,4,29.75753,17,1,"I'll give you love
The things you want
Ohhh"
L.A. Woman,Billy Idol,spotify:track:4I2GdvjRKP5KbTUn43dPsK,0.389,0.936,2,-5.649,1,0.0476,0.0511,0.00171,0.0745,0.58,179.17,330600,4,19.43725,16,1,"Well, I met a lil' babe an hour ago
Mm, wonder which way, which way the wind blow, yeah
Another little thing in a Hollywood bungalow, ah

Oh, I was rockin' little lady in the city of light, yeah
I'm just another lost angel, woo"
Match Box Blues (4446),Blind Lemon Jefferson,spotify:track:7hYOjbDYBvUk7RymZ82To3,0.475,0.157,10,-19.063,1,0.0567,0.976,0.0348,0.0776,0.519,169.224,183066,4,47.38894,7,0,"I'm settin' here wond'rin' will a match box hold my clothes
I'm settin' here wond'rin' will a match box hold my clothes
I ain't got so many matches, but I got so far to go

I say, fair brown, who may your manager be?
Oh, mama, who may your manager be?
Reason I ask so many questions, can't you make arrangements for me?

I got a girl cross town, she crochet all the time
"
You're Amazing,Robert Palmer,spotify:track:4EUeXHCXYYyzF52hnEgIjZ,0.511,0.864,7,-11.973,1,0.0569,0.00824,3.89E-06,0.291,0.5,144.952,230427,4,27.65023,9,1,"Ain't no doubt about it, you're a masterpiece
You're amazing
Adrift at sea'til I saw your face
It's amazing
Anybodys guess - now it's guaranteed
Sent to seventh heaven in my hour of need

Baby baby baby you're amazing
Taken by surprise
Don't waste time tryin'to explain it
Can't believe my eyes

You changed my nights from black to blue
It's amazing
Ever since I fell in love with you
You're amazing
So far out of sight that it's like a dream
Beyond all imagining
But I believe

"
On A Sunday Afternoon,Lighter Shade Of Brown,spotify:track:1cM25iyn6zKOfnywTNtvyb,0.784,0.765,1,-3.545,1,0.212,0.095,0,0.182,0.845,94.812,212880,4,47.85457,8,1,"Sittin' in the park on a Sunday afternoon
Me and the crew just jammin' the oldie tune
Sippin' on a cold bottle of brewsky
Gave O' a swig, he passed it back to me

Right about then, up came some of the homies
Mike, Elia P, J Smooth, Phil and Larry
Bustin' out the ice chest, Phil popped the cooler
Elia P drunk brew nothing better to do

Mike his cup yo is filled with bird
J Smooth had a cold glass to you know it word
Girls at the place just preparing the food
The sky was clear and the weather was cool

Kids at the playground playing on the merry-go-round
All the cars cruisin', bumpin' their funky sound
'Cause it's Sunday, last day for a fun day
Back to business as usual come Monday
At the park, everything went real smooth
On a Sunday afternoon

We were chillin' in the park
Just waiting for the sun to go down (on a Sunday afternoon)
It was me Shiro and the homies
A Lighter Shade of Brown (on a Sunday afternoon)
"
Amish Paradise,"""Weird Al"" Yankovic",spotify:track:5r96TaQquRrlo3Ym3ZlSL2,0.728,0.448,8,-10.54,1,0.172,0.103,0,0.267,0.483,80.902,202920,4,107.91167,7,1,"As I walk through the valley where I harvest my grain
I take a look at my wife and realize she's very plain
But that's just perfect for an Amish like me
You know, I shun fancy things like electricity
At 4:30 in the morning I'm milkin' cows
Jebediah feeds the chickens and Jacob plows"
Paper Doll,P.M. Dawn,spotify:track:0eOud7XflP6vuIB0hQfCij,0.725,0.894,6,-9.122,0,0.0838,0.00476,0.259,0.0489,0.529,105.723,293427,4,36.59264,12,1,"Picture you, picture me, paper doll
Paper doll, paper doll, paper doll, paper doll
Paper doll, paper doll, paper doll, paper doll
Paper doll, paper doll, paper doll, paper doll
Paper doll, paper doll, paper doll, paper doll

Imagine yourself as a link on a chain
The chain is wrapped around someone's mind
If you break off, then things start to change
And then you realize that there's no time

No direction as you fly through the wind
You stop to ponder on a pink Chateaus
The theme from ""Mahogany"" still transcends
Quote unquote, that's the way it goes

I'm looking at the picture again
I'm looking at the picture again
I spin the sun dial to expectation
Twenty years ago, I saw you yesterday

You're looking at the picture now
I see you looking at the picture now
And for the slightest moment I watched you think
About what it's like as a paper doll
"
Can't Get Enough Of Your Love,Taylor Dayne,spotify:track:39owLj3gqY7XN41PC1WO6Q,0.691,0.837,9,-5.09,0,0.0353,0.0147,4.47E-05,0.162,0.64,108.175,265893,4,105.52262,8,1,"I've heard people say that
Too much of anything
Is not good for you baby
But I don't know about that
As many times as we've loved
Shared love and made love
It doesn't seem to me
Like it's ever, ever enough
It's just not enough

My darling, I, can't get enough of your love baby
I don't know I don't know I don't know why
Can't get enough of your love baby

Oh, some things I can't get used to
No matter how I try
It seems the more you give, the more I want
And baby that's no lie, oh no

Tell me what can I say
What am I gonna do?
How should I feel, when everything is you, you, you
What kind of a love is this
That you've given me
"
Cruelty,The Crüxshadows,spotify:track:1eoRMpd1vC1UmDC4byQnbc,0.561,0.88,7,-5.13,1,0.0656,0.0015,0.194,0.372,0.0934,120,405573,4,42.94903,16,0,"Mother of motion, the eyes can't capture time,
Falling emotion, the blind now lead the blind,
We commit indiscretions, and omit our sins from sight,
In a world of intangibles, too many things seem right

No hand to scribe, the sinking sickness I have seen,
"
Everlasting Love,Gloria Estefan,spotify:track:0DCxAJasKxjhODdqpF4s36,0.708,0.817,7,-6.689,1,0.0383,0.156,0,0.111,0.853,128.871,240720,4,43.5122,10,1,"Hearts gone astray, leaving hurt when they go
I went away, just when you needed me so
You won't regret, I'll come back begging you
Won't you forget, welcome love we once knew

Open up your eyes, then you'll realize
Here I stand with my, everlasting love
Need you by my side, want to be your bride
You'll never be denied, everlasting love
From the very start, open up your heart
Be a lasting part of everlasting love

(Real love to last forever)
(Real love to last forever)

Where life really flows, no one really knows
Till someone's there to show the way to lasting love
Like the sun it shines, endlessly it shines
You always will be mine, with eternal love
Whenever love went wrong, ours would still be strong
We'd have our very own, everlasting love

"
Last Night On Earth,U2,spotify:track:19Sbxm5YTEFwpCYMxrw1gz,0.552,0.696,1,-8.374,1,0.0324,0.00661,0.00104,0.0721,0.52,116.175,285667,4,19.03744,14,1,"She feels the ground is giving way
But she thinks we're better off that way
The more you take the less you feel
The less you know the more you believe
The more you have the more it takes today

You got to give it away, you got to give it away
You Got To Give It Away
Well, she don't care What It's Worth
She's Living Like It's The Last Night On Earth

She's Not Waiting On A Saviour To Come
She's At A Bus-Stop With The news of the world
And The Sun Sun Here It Comes
She's Not Waiting For Anyone
"
Bow Down,Westside Connection,spotify:track:2Vpj5colB0MPy3Zg5SITEC,0.897,0.458,9,-11.01,1,0.279,0.0208,0,0.419,0.513,92.928,206827,4,44.80261,11,1,"The world is mine, nigga, get back
Don't fuck with my stack, the gauge is racked
About to drop the bomb, I'm the motherfuckin' don
Big fish in a small pond
Now the feds trying to throw they book at the crook
But I shook they worm and they hook
Guppies hold they breath, they want to miss me when I'm tipsy
Running everything west of the Mississippi

It's the unseen, pulling strings with my pinky ring
We got your woman, pucker up 'fore we fuck her up
Bow down before I make a phone call
Got 25 niggas running up on y'all
For the cheese, we want them keys
Everybody freeze on your knees, butt naked please
Before any of you guppies get heart
Nigga! Rewind my part fool, and

(Bow down) when I come to your town
(Bow down) when I'm westward bound
(Bow down) 'cause I ain't a hater like you
Bow down to a nigga that's greater than you (ooh!)

I take ten steps and I draw (blaow!)
Now who's dissin' the mad-ass Inglewood addition
I bust like a pimple, my mind is elemental
The Westside connects with me and South Central
And a drag from the Zig Zag can't fuck with the Phillys
Holdin' down the wild west like a kid they call Billy
Once again it's Mack 10, the gold crown holda
Strong as a Coca-Cola with a chrome pistola (brr!)
"
Don't Wanna Fall In Love,Jane Child,spotify:track:6eozUVzr02EXMji1vuxgiP,0.708,0.681,1,-11.226,1,0.0422,0.0152,3.43E-05,0.0373,0.814,111.574,247840,4,39.62152,9,1,"Ain't no personal thing, boy
But you have got to stay away
Far, far away from my heart, my heart
Don't you know what your kiss is doing
Let me tell it to you from the start, boy

I don't wanna fall in love (no, no)
Love cuts just like a knife, ooh, ooh
You make the knife feel good (baby)
I'll fight you to the end, baby

You've been hanging around, boy
And you have started sinking in
Wooh, baby you're way out of line now
Unaware how this all got started
Let me tell it to you one more time, boy

I don't wanna fall in love (no, no)
"
Birmingham,Amanda Marshall,spotify:track:7uq3apmiiLp8WbgcbDZe6X,0.525,0.726,7,-8.381,1,0.0306,0.04,0.00332,0.0564,0.686,185.513,321067,4,54.80752,11,1,"Virgil Spencer's got a 19 inch Hitachi
And many demons lingering
Friday night, he pulled a gun to change the channel
Something that he picked up from the King
His wife remembers well the man she knew
Seems the dreams she had have all turned black and blue
She's wasted years
No time for tears

'Cause there's another chance
A someday soon
Shining like the Alabama moon
She's looking for the promised land
Out beyond the lights of Birmingham

It's 3 am and Virgil's passed out on the sofa
A fifth of Jim Beam on the floor
She's packed her bags, she slips the keys out of his pocket
She's careful not to slam the door
"
Funky Child,Lords Of The Underground,spotify:track:3UhwS81S9L7i2byZCrhSAv,0.857,0.635,10,-9.532,0,0.198,0.0355,0.00345,0.13,0.53,96.589,271067,4,31.20915,13,1,"The year is 1971
Now comes the first of the children of Roton
Lords of the underground witness the birth of the funky child
Do it all hit 'em

Born with the fuckers from the womb of Brenda
She now likes the Lords but she used to dig The Spinners
First with the style from the birth canal
And now I got the flav to make the crowd go wild

So dig it, don't watch me kick it
I'm taking no shorts unless this girl from my midget
I packs the piece more than chicken packed grease
I'm nearly knocking boots, but if not I'll knock teeth
Wahh! Gaga, ooh cries the baby

Smacked on the ass now the Doitall's crazy
No rattles or playpens, the crowds what I'm rapping
And yes I do Reruns, as if this boy was happening
Now January fourteenth has birthed the funk one
The D-Day for Dupree and yes I'm funky
I got you bobbing to the funky style
K-Def let 'em know here comes the funky child

Yeah, born in the underground of Newark
Now witness the birth of Mr. Funkee
"
Gangstas Make The World Go Round,Westside Connection,spotify:track:2vytyWClpsahqcL6NibSE3,0.754,0.575,9,-8.22,1,0.366,0.0977,0,0.474,0.561,180.389,272834,4,82.63106,7,1,"Iam gettin dizzy as the world keeps spinnin like
A frisbie
Gangsta's and girls make the world twirl
No hesitation I can run a nation from incarceration
30 years is what Im facin
But give me 7 seas and 11 gees
I make enough cheese to bring wall street to its
Knees
Nigga please I got enough guns
To fill the empire state building full of 1's
Go to school is what you tell us
But nigga's in school is scared of the Goodfellas
We got the Yayo you can just say no
But nobody makes a fuckin move untill I say so
That's how it is and that's how it's gonna be
Kids when you grow up who the fuck you wanna
Be?
Like me ya black superhero
Got enough zeros to hire Bob Shapiro
Ya honor Im have to get rid of ya
Because it aint no trivia about my house in WEST BOLIVIA
Blew the jury a kiss they rather dismiss
Them swim the big fish
YOU fuckin guppies!
Gangsta's make the world go round
(W.C.)
Not just saggin waving my flag and never will
I ease up nigga
So stop askin see I was taught as a tiny loc on
The set its all
"
Pop That Coochie,The 2 Live Crew,spotify:track:0Q72qxEpECShDqqLIDu0sx,0.905,0.758,7,-11.348,1,0.175,0.00229,0.00152,0.11,0.598,127.593,258080,4,26.50398,11,1,"FKI = Fresh Kid Ice
BM = Brother Marquis

""Go-o-o-o-o-o-o-o-od-DAMN!! Shee-yee-YIT!! Look at the ass
On that bitch! Look at the titties!""

(Mixx scratches ""Aw hit me!"" and ""Hold your legs up on easy."")

There's only one place where we can go
To see freaky hoes doin' shows
Doin' tricks to make us holler
On a giving night, all for a dollar
Silicone breasts, all on their chests
Nothin' like others, but above the rest
They'll do anything to turn us on
Them hoes got it goin' on!!
I like big booty and big ol' titties
Bitch, you know you've been fucked by many
So come and be my private dancer
I got some money if that's the answer
I really wanna be with you;
I get hard after seeing you
How hard? Hard like a rock,
When you make that pussy pop!
"
Memorize Your Lines,Sleater-Kinney,spotify:track:2EpPeEZgNg33C5a1uyZJAm,0.37,0.811,6,-5.105,1,0.0407,0.222,0.0913,0.262,0.552,161.887,191653,4,31.66257,10,0,"I've learned how to wait. I know not to beg
I know I shouldn't ask why I wake up feeling dead
(Say forever, that's a dirty word
Will you stay here, that's a dirty girl)

Performance of your life, performance of my life
Performance of your life
(Act two, scene four line three
I want this room, just for me, just for me)
You said you'd never be mine
You swore it to me until the end of time
You said that love's never kind
I memorize these lines, practice them every night
"
Wolverine Blues,Entombed,spotify:track:6WBdwdLLif4kuG3s6ot8uB,0.348,0.973,10,-4.818,0,0.0716,0.000457,0.781,0.135,0.374,152.235,133067,1,16.03238,7,0,"What you believe
Is the vanity you conceive
What you love you don't pen
To put in a cage is to put to an end

Enamoured of the passion
Life-sucking lust
You will never gain my trust

"
Keep Coming Back,Richard Marx,spotify:track:0GMFC1osUTm2qKycgHdwWD,0.72,0.478,9,-11.074,1,0.0239,0.115,2.27E-05,0.104,0.672,97.073,409360,4,37.54959,17,1,"Yeah Oh oh
You know just how to hurt me
How to take all my pain away
Girl, you must be the Devil in disguise
There were times, I think you knew
When I was so afraid of you
There's some kind of madness in your eyes
You know a place buried deep in my heart
Nobody else can see
Something in you
Has taken some kind of hold on me

I don't know why I keep coming back to you, Babe
I don't know why I keep coming back to you
To you Baby

Woh, huh
You say we shouldn't be lovers
And I say we can't just be friends
"
Killer,Seal,spotify:track:3HL81ZgFZrx8vNl7zRxa4i,0.729,0.877,10,-5.9,0,0.0697,0.00462,0.000967,0.0938,0.529,117.853,381933,4,24.1639,13,1,"So you want to be free and live your life the way you want to be
Will you give if we cry? Oh, Lord, will we live or will we die?
Will we die? Jaded hearts heal with time
Now shoot that love, so we can stop the bleedin'

Solitary brother, is there still a part of you that wants to live?
Solitary sister, is there still a part of you that wants to give?
"
Hole In My Soul,Aerosmith,spotify:track:7kPuCwBWgXy5TGfgwNUKwV,0.463,0.703,0,-4.807,1,0.0269,0.0049,0,0.207,0.225,75.426,370093,4,39.23872,12,1,"I'm down a one way street with a one-night stand
With a one track mind out in no man's land
The punishment sometimes don't seem to fit the crime
Yeah, there's a hole in my soul but one thing I've learned
For every love letter written there's another one burned
So, you tell me how it's gonna be this time (one, two, three, four)

Is it over?
Is it over?
'Cause I'm blowin' out the flame

Take a walk outside your mind
Tell me how it feels to be
The one who turns the knife inside of me
Take a look and you will find
There's nothing there, girl yeah, I swear
I'm telling you, girl, yeah

'Cause there's a hole in my soul
That's been killing me forever
It's a place where a garden never grows

There's a hole in my soul
Yeah, I should have known better
'Cause your love's like a thorn without a rose
Yeah, yeah
"
Ava Adore,The Smashing Pumpkins,spotify:track:6bVB2MGR7LcotAIB1vfpw6,0.604,0.844,8,-6.003,1,0.0597,0.000401,0.214,0.0484,0.791,160.318,270893,4,33.55753,15,1,"It's you that I adore

You'll always be my whore

You'll be a mother to my child
And a child to my heart

We must never be apart
We must never be apart
Lovely girl, you're the beauty in my world
Without you, there aren't reasons left to find

And I'll pull your crooked teeth
You'll be perfect just like me
You'll be a lover in my bed
And a gun to my head

We must never be apart
"
Across The River,Bruce Hornsby & The Range,spotify:track:72vw18TcgD8jmJvBr9qaVZ,0.529,0.816,7,-7.075,1,0.0385,0.276,0.0602,0.192,0.825,149.769,309720,4,38.92123,14,1,"Well, she moved back around here
Thirty-five weeks ago today
Oh, down the lane

Well, at night she walks on the banks
And remembers how she dreamed of rowing away
And how she left one day

She left with a driven look in her eyes
Came back around with it still inside
They said give it some time
And you'll forget about it too
We know they always do

Well, I know some fine day
You will find your way
Across the river, across the river
Row down slow
There's a long way to go
Across the river, across the river
"
She's Not Cryin' Anymore,Billy Ray Cyrus,spotify:track:5dlXZv1VpEbDgKUQgsTWJV,0.611,0.309,2,-12.084,1,0.0246,0.344,1.82E-06,0.338,0.606,88.556,205773,4,36.38411,11,1,"She used to cry when I'd come home late
She couldn't buy the lies I told
All she wanted was to be needed
Someone that she could call her own

The love I know I took for granted
Until she walked out of my door
Too little, too late to say I'm sorry
'Cause she's not cryin' anymore

She's not cryin' anymore
And she ain't lonely any longer
There's a smile upon her face
A new love takes my place
"
"Girl, I've Been Hurt",Snow,spotify:track:2VdbkEyvcnNvTU4Tn1tL2v,0.668,0.649,1,-11.821,0,0.0373,0.000272,0,0.0789,0.471,90.95,252400,4,35.78403,10,1,"Girl i've been hurt
Girl i've been hurt
You said there will be no other love
But me but girl i know much better
I'm no fool; you've been playing games on me
Come here tell me what you're thinking of (of)
Is he real, have you found another love?
How long must we play this masquerade?

Chorus
Girl i've been hurt now i need another lover
You are no?
Girl i've been hurt now i need another lover
You are no?
Girl i've been hurt now i need another lover
You are no good
"
Touch Me (All Night Long),Cathy Dennis,spotify:track:3KuWqa0X0Dk73sm7RKhtfV,0.719,0.922,1,-7.588,1,0.0557,0.0192,0.254,0.0519,0.522,118.824,266480,4,87.37985,10,1,"Oh, oh, oh, oh

We're starting it over, we're making way for destiny
A time to turn over, a better life for you and me (for you and me)
A new recreation to channel all this energy, mmm
It's all the equation, I need to keep you close to me

So baby, let your conscience go
There's no turning back when love takes hold

Hold me baby, drive me crazy
Touch me all night long
Make me love you, kiss and hug you
Touch me all night long

Oh, oh, oh, oh

The more that I see you
"
Lucky One,Amy Grant,spotify:track:7dcTSq2HC4kzvcWFcSfJy1,0.505,0.718,10,-4.878,1,0.0266,0.43,4.46E-06,0.176,0.744,185.804,249387,4,21.55431,9,1,"You're the kind
When you love, you love with all your might and
You're the kind
I would dream about at night
Now I'm the lucky one
Baby, I'm the lucky one

You're the kind
That I want to be with in the dark and
You're the kind
Who is capturing my heart
And I'm the lucky one
Baby, I'm the lucky one

And I have never been the one to fall in love so soon
But I could never face another night or day
Without you, you
Baby, I'm the lucky one

You're the kind
With poetry and valentines and
"
